Comunidades y Ciudades Autónomas;Periodo;Total
08 Castilla - La Mancha;2003M07;1549
08 Castilla - La Mancha;2003M06;153
08 Castilla - La Mancha;2003M05;1361
08 Castilla - La Mancha;2003M04;1394
08 Castilla - La Mancha;2003M03;1509
08 Castilla - La Mancha;2003M02;1442
08 Castilla - La Mancha;2003M01;1646
08 Castilla - La Mancha;2002M12;1482
08 Castilla - La Mancha;2002M11;1396
08 Castilla - La Mancha;2002M10;1397
08 Castilla - La Mancha;2002M09;1209
08 Castilla - La Mancha;2002M08;1326
08 Castilla - La Mancha;2002M07;1362
08 Castilla - La Mancha;2002M06;1445
08 Castilla - La Mancha;2002M05;1388
08 Castilla - La Mancha;2002M04;1393
08 Castilla - La Mancha;2002M03;1505
08 Castilla - La Mancha;2002M02;1633
08 Castilla - La Mancha;2002M01;2041
08 Castilla - La Mancha;2001M12;1634
08 Castilla - La Mancha;2001M11;1446
08 Castilla - La Mancha;2001M10;1391
08 Castilla - La Mancha;2001M09;1222
08 Castilla - La Mancha;2001M08;1478
08 Castilla - La Mancha;2001M07;1383
08 Castilla - La Mancha;2001M06;1514
08 Castilla - La Mancha;2001M05;1394
08 Castilla - La Mancha;2001M04;1356
08 Castilla - La Mancha;2001M03;1526
08 Castilla - La Mancha;2001M02;1363
08 Castilla - La Mancha;2001M01;1548
08 Castilla - La Mancha;2000M12;1322
08 Castilla - La Mancha;2000M11;1375
08 Castilla - La Mancha;2000M10;1417
08 Castilla - La Mancha;2000M09;1284
08 Castilla - La Mancha;2000M08;1314
08 Castilla - La Mancha;2000M07;13
08 Castilla - La Mancha;2000M06;1323
08 Castilla - La Mancha;2000M05;1318
08 Castilla - La Mancha;2000M04;1381
08 Castilla - La Mancha;2000M03;1428
08 Castilla - La Mancha;2000M02;1523
08 Castilla - La Mancha;2000M01;1767
08 Castilla - La Mancha;1999M12;1499
08 Castilla - La Mancha;1999M11;1372
08 Castilla - La Mancha;1999M10;1311
08 Castilla - La Mancha;1999M09;117
08 Castilla - La Mancha;1999M08;136
08 Castilla - La Mancha;1999M07;1429
08 Castilla - La Mancha;1999M06;1222
08 Castilla - La Mancha;1999M05;1284
08 Castilla - La Mancha;1999M04;1395
08 Castilla - La Mancha;1999M03;1643
08 Castilla - La Mancha;1999M02;1903
08 Castilla - La Mancha;1999M01;1833
08 Castilla - La Mancha;1998M12;1537
08 Castilla - La Mancha;1998M11;1276
08 Castilla - La Mancha;1998M10;1377
08 Castilla - La Mancha;1998M09;1159
08 Castilla - La Mancha;1998M08;133
08 Castilla - La Mancha;1998M07;147
08 Castilla - La Mancha;1998M06;1308
08 Castilla - La Mancha;1998M05;1354
08 Castilla - La Mancha;1998M04;1357
08 Castilla - La Mancha;1998M03;1561
08 Castilla - La Mancha;1998M02;1659
08 Castilla - La Mancha;1998M01;1753
08 Castilla - La Mancha;1997M12;1511
08 Castilla - La Mancha;1997M11;1388
08 Castilla - La Mancha;1997M10;1227
08 Castilla - La Mancha;1997M09;1185
08 Castilla - La Mancha;1997M08;1327
08 Castilla - La Mancha;1997M07;1236
08 Castilla - La Mancha;1997M06;1189
08 Castilla - La Mancha;1997M05;1319
08 Castilla - La Mancha;1997M04;1343
08 Castilla - La Mancha;1997M03;1471
08 Castilla - La Mancha;1997M02;1365
08 Castilla - La Mancha;1997M01;1709
08 Castilla - La Mancha;1996M12;1617
08 Castilla - La Mancha;1996M11;1383
08 Castilla - La Mancha;1996M10;1367
08 Castilla - La Mancha;1996M09;1211
08 Castilla - La Mancha;1996M08;1242
08 Castilla - La Mancha;1996M07;1376
08 Castilla - La Mancha;1996M06;1289
08 Castilla - La Mancha;1996M05;1385
08 Castilla - La Mancha;1996M04;1359
08 Castilla - La Mancha;1996M03;1564
08 Castilla - La Mancha;1996M02;1437
08 Castilla - La Mancha;1996M01;1602
08 Castilla - La Mancha;1995M12;1501
08 Castilla - La Mancha;1995M11;1279
08 Castilla - La Mancha;1995M10;1296
08 Castilla - La Mancha;1995M09;117
08 Castilla - La Mancha;1995M08;1284
08 Castilla - La Mancha;1995M07;1513
08 Castilla - La Mancha;1995M06;1153
08 Castilla - La Mancha;1995M05;1273
08 Castilla - La Mancha;1995M04;1353
08 Castilla - La Mancha;1995M03;1542
08 Castilla - La Mancha;1995M02;141
08 Castilla - La Mancha;1995M01;1628
08 Castilla - La Mancha;1994M12;141
08 Castilla - La Mancha;1994M11;1237
08 Castilla - La Mancha;1994M10;1307
08 Castilla - La Mancha;1994M09;1148
08 Castilla - La Mancha;1994M08;1334
08 Castilla - La Mancha;1994M07;1548
08 Castilla - La Mancha;1994M06;1246
08 Castilla - La Mancha;1994M05;1286
08 Castilla - La Mancha;1994M04;1282
08 Castilla - La Mancha;1994M03;1419
08 Castilla - La Mancha;1994M02;1451
08 Castilla - La Mancha;1994M01;1721
08 Castilla - La Mancha;1993M12;1513
08 Castilla - La Mancha;1993M11;1252
08 Castilla - La Mancha;1993M10;1411
08 Castilla - La Mancha;1993M09;1125
08 Castilla - La Mancha;1993M08;1341
08 Castilla - La Mancha;1993M07;1366
08 Castilla - La Mancha;1993M06;1209
08 Castilla - La Mancha;1993M05;1299
08 Castilla - La Mancha;1993M04;1272
08 Castilla - La Mancha;1993M03;1687
08 Castilla - La Mancha;1993M02;1495
08 Castilla - La Mancha;1993M01;1561
08 Castilla - La Mancha;1992M12;1376
08 Castilla - La Mancha;1992M11;1321
08 Castilla - La Mancha;1992M10;1305
08 Castilla - La Mancha;1992M09;1134
08 Castilla - La Mancha;1992M08;126
08 Castilla - La Mancha;1992M07;1336
08 Castilla - La Mancha;1992M06;1151
08 Castilla - La Mancha;1992M05;1234
08 Castilla - La Mancha;1992M04;1282
08 Castilla - La Mancha;1992M03;1459
08 Castilla - La Mancha;1992M02;1399
08 Castilla - La Mancha;1992M01;1748
08 Castilla - La Mancha;1991M12;1461
08 Castilla - La Mancha;1991M11;1281
08 Castilla - La Mancha;1991M10;1224
08 Castilla - La Mancha;1991M09;114
08 Castilla - La Mancha;1991M08;1329
08 Castilla - La Mancha;1991M07;1414
08 Castilla - La Mancha;1991M06;1273
08 Castilla - La Mancha;1991M05;132
08 Castilla - La Mancha;1991M04;1272
08 Castilla - La Mancha;1991M03;1524
08 Castilla - La Mancha;1991M02;1494
08 Castilla - La Mancha;1991M01;1502
08 Castilla - La Mancha;1990M12;1434
08 Castilla - La Mancha;1990M11;13
08 Castilla - La Mancha;1990M10;1175
08 Castilla - La Mancha;1990M09;1092
08 Castilla - La Mancha;1990M08;1144
08 Castilla - La Mancha;1990M07;1405
08 Castilla - La Mancha;1990M06;1197
08 Castilla - La Mancha;1990M05;1241
08 Castilla - La Mancha;1990M04;1173
08 Castilla - La Mancha;1990M03;1305
08 Castilla - La Mancha;1990M02;1359
08 Castilla - La Mancha;1990M01;1631
08 Castilla - La Mancha;1989M12;1295
08 Castilla - La Mancha;1989M11;1272
08 Castilla - La Mancha;1989M10;1194
08 Castilla - La Mancha;1989M09;109
08 Castilla - La Mancha;1989M08;133
08 Castilla - La Mancha;1989M07;142
08 Castilla - La Mancha;1989M06;1212
08 Castilla - La Mancha;1989M05;1198
08 Castilla - La Mancha;1989M04;125
08 Castilla - La Mancha;1989M03;1299
08 Castilla - La Mancha;1989M02;139
08 Castilla - La Mancha;1989M01;1712
08 Castilla - La Mancha;1988M12;1552
08 Castilla - La Mancha;1988M11;1189
08 Castilla - La Mancha;1988M10;1187
08 Castilla - La Mancha;1988M09;1103
08 Castilla - La Mancha;1988M08;1249
08 Castilla - La Mancha;1988M07;1293
08 Castilla - La Mancha;1988M06;1128
08 Castilla - La Mancha;1988M05;1142
08 Castilla - La Mancha;1988M04;1172
08 Castilla - La Mancha;1988M03;1482
08 Castilla - La Mancha;1988M02;1252
08 Castilla - La Mancha;1988M01;1415
08 Castilla - La Mancha;1987M12;1414
08 Castilla - La Mancha;1987M11;1242
08 Castilla - La Mancha;1987M10;1206
08 Castilla - La Mancha;1987M09;1065
08 Castilla - La Mancha;1987M08;1246
08 Castilla - La Mancha;1987M07;1212
08 Castilla - La Mancha;1987M06;1208
08 Castilla - La Mancha;1987M05;118
08 Castilla - La Mancha;1987M04;1263
08 Castilla - La Mancha;1987M03;1211
08 Castilla - La Mancha;1987M02;125
08 Castilla - La Mancha;1987M01;1575
08 Castilla - La Mancha;1986M12;1323
08 Castilla - La Mancha;1986M11;1306
08 Castilla - La Mancha;1986M10;116
08 Castilla - La Mancha;1986M09;1019
08 Castilla - La Mancha;1986M08;1138
08 Castilla - La Mancha;1986M07;1274
08 Castilla - La Mancha;1986M06;115
08 Castilla - La Mancha;1986M05;1248
08 Castilla - La Mancha;1986M04;1293
08 Castilla - La Mancha;1986M03;1264
08 Castilla - La Mancha;1986M02;1444
08 Castilla - La Mancha;1986M01;1661
08 Castilla - La Mancha;1985M12;1609
08 Castilla - La Mancha;1985M11;135
08 Castilla - La Mancha;1985M10;1203
08 Castilla - La Mancha;1985M09;1115
08 Castilla - La Mancha;1985M08;1236
08 Castilla - La Mancha;1985M07;1335
08 Castilla - La Mancha;1985M06;1144
08 Castilla - La Mancha;1985M05;13
08 Castilla - La Mancha;1985M04;1372
08 Castilla - La Mancha;1985M03;1389
08 Castilla - La Mancha;1985M02;1283
08 Castilla - La Mancha;1985M01;1642
08 Castilla - La Mancha;1984M12;1289
08 Castilla - La Mancha;1984M11;1178
08 Castilla - La Mancha;1984M10;1253
08 Castilla - La Mancha;1984M09;1058
08 Castilla - La Mancha;1984M08;1133
08 Castilla - La Mancha;1984M07;1307
08 Castilla - La Mancha;1984M06;1256
08 Castilla - La Mancha;1984M05;1245
08 Castilla - La Mancha;1984M04;1276
08 Castilla - La Mancha;1984M03;1583
08 Castilla - La Mancha;1984M02;1303
08 Castilla - La Mancha;1984M01;1432
08 Castilla - La Mancha;1983M12;1367
08 Castilla - La Mancha;1983M11;1177
08 Castilla - La Mancha;1983M10;1076
08 Castilla - La Mancha;1983M09;1073
08 Castilla - La Mancha;1983M08;109
08 Castilla - La Mancha;1983M07;1172
08 Castilla - La Mancha;1983M06;1206
08 Castilla - La Mancha;1983M05;1177
08 Castilla - La Mancha;1983M04;1262
08 Castilla - La Mancha;1983M03;136
08 Castilla - La Mancha;1983M02;1663
08 Castilla - La Mancha;1983M01;1941
08 Castilla - La Mancha;1982M12;1482
08 Castilla - La Mancha;1982M11;1173
08 Castilla - La Mancha;1982M10;1176
08 Castilla - La Mancha;1982M09;984
08 Castilla - La Mancha;1982M08;1216
08 Castilla - La Mancha;1982M07;1144
08 Castilla - La Mancha;1982M06;1047
08 Castilla - La Mancha;1982M05;1163
08 Castilla - La Mancha;1982M04;1224
08 Castilla - La Mancha;1982M03;121
08 Castilla - La Mancha;1982M02;1275
08 Castilla - La Mancha;1982M01;1304
08 Castilla - La Mancha;1981M12;1344
08 Castilla - La Mancha;1981M11;1164
08 Castilla - La Mancha;1981M10;1119
08 Castilla - La Mancha;1981M09;1093
08 Castilla - La Mancha;1981M08;1105
08 Castilla - La Mancha;1981M07;1148
08 Castilla - La Mancha;1981M06;1227
08 Castilla - La Mancha;1981M05;117
08 Castilla - La Mancha;1981M04;1199
08 Castilla - La Mancha;1981M03;1283
08 Castilla - La Mancha;1981M02;1345
08 Castilla - La Mancha;1981M01;2016
08 Castilla - La Mancha;1980M12;1646
08 Castilla - La Mancha;1980M11;1202
08 Castilla - La Mancha;1980M10;1221
08 Castilla - La Mancha;1980M09;983
08 Castilla - La Mancha;1980M08;1234
08 Castilla - La Mancha;1980M07;1148
08 Castilla - La Mancha;1980M06;1108
08 Castilla - La Mancha;1980M05;1173
08 Castilla - La Mancha;1980M04;1164
08 Castilla - La Mancha;1980M03;1272
08 Castilla - La Mancha;1980M02;1264
08 Castilla - La Mancha;1980M01;153
08 Castilla - La Mancha;1979M12;1513
08 Castilla - La Mancha;1979M11;1297
08 Castilla - La Mancha;1979M10;1184
08 Castilla - La Mancha;1979M09;1051
08 Castilla - La Mancha;1979M08;119
08 Castilla - La Mancha;1979M07;122
08 Castilla - La Mancha;1979M06;116
08 Castilla - La Mancha;1979M05;1172
08 Castilla - La Mancha;1979M04;1262
08 Castilla - La Mancha;1979M03;1362
08 Castilla - La Mancha;1979M02;1309
08 Castilla - La Mancha;1979M01;1455
08 Castilla - La Mancha;1978M12;1467
08 Castilla - La Mancha;1978M11;1171
08 Castilla - La Mancha;1978M10;1158
08 Castilla - La Mancha;1978M09;1032
08 Castilla - La Mancha;1978M08;1197
08 Castilla - La Mancha;1978M07;1249
08 Castilla - La Mancha;1978M06;1255
08 Castilla - La Mancha;1978M05;1277
08 Castilla - La Mancha;1978M04;1238
08 Castilla - La Mancha;1978M03;1474
08 Castilla - La Mancha;1978M02;1382
08 Castilla - La Mancha;1978M01;1515
08 Castilla - La Mancha;1977M12;1435
08 Castilla - La Mancha;1977M11;1228
08 Castilla - La Mancha;1977M10;1139
08 Castilla - La Mancha;1977M09;1119
08 Castilla - La Mancha;1977M08;1137
08 Castilla - La Mancha;1977M07;1148
08 Castilla - La Mancha;1977M06;1106
08 Castilla - La Mancha;1977M05;1207
08 Castilla - La Mancha;1977M04;1547
08 Castilla - La Mancha;1977M03;1646
08 Castilla - La Mancha;1977M02;1254
08 Castilla - La Mancha;1977M01;1409
08 Castilla - La Mancha;1976M12;1373
08 Castilla - La Mancha;1976M11;1313
08 Castilla - La Mancha;1976M10;1178
08 Castilla - La Mancha;1976M09;1094
08 Castilla - La Mancha;1976M08;1118
08 Castilla - La Mancha;1976M07;115
08 Castilla - La Mancha;1976M06;1094
08 Castilla - La Mancha;1976M05;1225
08 Castilla - La Mancha;1976M04;1282
08 Castilla - La Mancha;1976M03;1449
08 Castilla - La Mancha;1976M02;1455
08 Castilla - La Mancha;1976M01;1603
08 Castilla - La Mancha;1975M12;1486
08 Castilla - La Mancha;1975M11;1182
08 Castilla - La Mancha;1975M10;12
08 Castilla - La Mancha;1975M09;1076
08 Castilla - La Mancha;1975M08;118
08 Castilla - La Mancha;1975M07;1273
08 Castilla - La Mancha;1975M06;1176
08 Castilla - La Mancha;1975M05;124
08 Castilla - La Mancha;1975M04;1225
08 Castilla - La Mancha;1975M03;1384
08 Castilla - La Mancha;1975M02;1304
08 Castilla - La Mancha;1975M01;1968
07 Castilla y León;2018M12;2438
07 Castilla y León;2018M11;2432
07 Castilla y León;2018M10;2355
07 Castilla y León;2018M09;2113
07 Castilla y León;2018M08;2327
07 Castilla y León;2018M07;2214
07 Castilla y León;2018M06;2213
07 Castilla y León;2018M05;2365
07 Castilla y León;2018M04;2542
07 Castilla y León;2018M03;2764
07 Castilla y León;2018M02;2585
07 Castilla y León;2018M01;2949
07 Castilla y León;2017M12;2569
07 Castilla y León;2017M11;2303
07 Castilla y León;2017M10;2284
07 Castilla y León;2017M09;2062
07 Castilla y León;2017M08;2127
07 Castilla y León;2017M07;2157
07 Castilla y León;2017M06;2382
07 Castilla y León;2017M05;2329
07 Castilla y León;2017M04;2328
07 Castilla y León;2017M03;2407
07 Castilla y León;2017M02;2572
07 Castilla y León;2017M01;3459
07 Castilla y León;2016M12;266
07 Castilla y León;2016M11;2354
07 Castilla y León;2016M10;2316
07 Castilla y León;2016M09;2096
07 Castilla y León;2016M08;2316
07 Castilla y León;2016M07;2323
07 Castilla y León;2016M06;2215
07 Castilla y León;2016M05;2214
07 Castilla y León;2016M04;2253
07 Castilla y León;2016M03;2596
07 Castilla y León;2016M02;2466
07 Castilla y León;2016M01;2627
07 Castilla y León;2015M12;2383
07 Castilla y León;2015M11;2261
07 Castilla y León;2015M10;2306
07 Castilla y León;2015M09;2011
07 Castilla y León;2015M08;2081
07 Castilla y León;2015M07;2508
07 Castilla y León;2015M06;2244
07 Castilla y León;2015M05;2306
07 Castilla y León;2015M04;2361
07 Castilla y León;2015M03;2606
07 Castilla y León;2015M02;2833
07 Castilla y León;2015M01;3402
07 Castilla y León;2014M12;2433
07 Castilla y León;2014M11;2298
07 Castilla y León;2014M10;2347
07 Castilla y León;2014M09;2022
07 Castilla y León;2014M08;2151
07 Castilla y León;2014M07;2243
07 Castilla y León;2014M06;2224
07 Castilla y León;2014M05;2205
07 Castilla y León;2014M04;2205
07 Castilla y León;2014M03;2438
07 Castilla y León;2014M02;2381
07 Castilla y León;2014M01;284
07 Castilla y León;2013M12;2561
07 Castilla y León;2013M11;2288
07 Castilla y León;2013M10;2227
07 Castilla y León;2013M09;1954
07 Castilla y León;2013M08;2222
07 Castilla y León;2013M07;2385
07 Castilla y León;2013M06;2219
07 Castilla y León;2013M05;2147
07 Castilla y León;2013M04;2226
07 Castilla y León;2013M03;2461
07 Castilla y León;2013M02;226
07 Castilla y León;2013M01;2557
07 Castilla y León;2012M12;2339
07 Castilla y León;2012M11;2264
07 Castilla y León;2012M10;2188
07 Castilla y León;2012M09;1926
07 Castilla y León;2012M08;2229
07 Castilla y León;2012M07;2097
07 Castilla y León;2012M06;2137
07 Castilla y León;2012M05;2279
07 Castilla y León;2012M04;2264
07 Castilla y León;2012M03;273
07 Castilla y León;2012M02;2974
07 Castilla y León;2012M01;2832
07 Castilla y León;2011M12;2425
07 Castilla y León;2011M11;2272
07 Castilla y León;2011M10;2268
07 Castilla y León;2011M09;202
07 Castilla y León;2011M08;2256
07 Castilla y León;2011M07;2118
07 Castilla y León;2011M06;2121
07 Castilla y León;2011M05;2118
07 Castilla y León;2011M04;215
07 Castilla y León;2011M03;2371
07 Castilla y León;2011M02;2311
07 Castilla y León;2011M01;2645
07 Castilla y León;2010M12;2361
07 Castilla y León;2010M11;2193
07 Castilla y León;2010M10;2314
07 Castilla y León;2010M09;1985
07 Castilla y León;2010M08;2085
07 Castilla y León;2010M07;2342
07 Castilla y León;2010M06;2199
07 Castilla y León;2010M05;2303
07 Castilla y León;2010M04;2322
07 Castilla y León;2010M03;2295
07 Castilla y León;2010M02;2195
07 Castilla y León;2010M01;2503
07 Castilla y León;2009M12;2426
07 Castilla y León;2009M11;2248
07 Castilla y León;2009M10;2211
07 Castilla y León;2009M09;1945
07 Castilla y León;2009M08;2168
